,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr
15487,14757,2012-09-12,3,1,9,0,3,1,1.0,0.52,0.5,0.72,0.1045,2.0,19.0,21.0,1.0
15488,14758,2012-09-12,3,1,9,0,3,1,1.0,0.52,0.5,0.72,0.0896,2.0,9.0,11.0,2.0
15489,14759,2012-09-12,3,1,9,0,3,1,1.0,0.5,0.4848,0.77,0.0896,0.0,7.0,7.0,3.0
15490,14760,2012-09-12,3,1,9,0,3,1,1.0,0.5,0.4848,0.72,0.0896,0.0,5.0,5.0,4.0
15491,14761,2012-09-12,3,1,9,0,3,1,1.0,0.5,0.4848,0.72,0.0896,4.0,44.0,48.0,5.0
15492,14762,2012-09-12,3,1,9,0,3,1,1.0,0.5,0.4848,0.72,0.0896,6.0,199.0,205.0,6.0
15493,14763,2012-09-12,3,1,9,0,3,1,1.0,0.52,0.5,0.72,0.0,24.0,533.0,557.0,7.0
15494,14764,2012-09-12,3,1,9,0,3,1,1.0,0.56,0.5303,0.64,0.1045,43.0,727.0,770.0,8.0
15495,14765,2012-09-12,3,1,9,0,3,1,1.0,0.6,0.6061,0.64,0.1343,50.0,278.0,328.0,9.0
15496,14766,2012-09-12,3,1,9,0,3,1,1.0,0.62,0.6061,0.61,0.1343,57.0,148.0,205.0,10.0
15497,14767,2012-09-12,3,1,9,0,3,1,1.0,0.66,0.6212,0.5,0.194,51.0,181.0,232.0,11.0
15498,14768,2012-09-12,3,1,9,0,3,1,1.0,0.68,0.6364,0.36,0.1343,88.0,264.0,352.0,12.0
15499,14769,2012-09-12,3,1,9,0,3,1,1.0,0.7,0.6364,0.34,0.1343,85.0,238.0,323.0,13.0
15500,14770,2012-09-12,3,1,9,0,3,1,1.0,0.7,0.6364,0.37,0.1642,78.0,200.0,278.0,14.0
15501,14771,2012-09-12,3,1,9,0,3,1,1.0,0.72,0.6515,0.37,0.1343,75.0,243.0,318.0,15.0
15502,14772,2012-09-12,3,1,9,0,3,1,1.0,0.72,0.6515,0.37,0.1642,90.0,419.0,509.0,16.0
15503,14773,2012-09-12,3,1,9,0,3,1,1.0,0.7,0.6364,0.41,0.2985,114.0,811.0,925.0,17.0
15504,14774,2012-09-12,3,1,9,0,3,1,1.0,0.66,0.6212,0.44,0.2537,91.0,886.0,977.0,18.0
15505,14775,2012-09-12,3,1,9,0,3,1,1.0,0.64,0.6212,0.5,0.194,78.0,557.0,635.0,19.0
15506,14776,2012-09-12,3,1,9,0,3,1,1.0,0.62,0.6212,0.57,0.1343,38.0,432.0,470.0,20.0
15507,14777,2012-09-12,3,1,9,0,3,1,1.0,0.6,0.6061,0.6,0.1343,27.0,279.0,306.0,21.0
15508,14778,2012-09-12,3,1,9,0,3,1,1.0,0.56,0.5303,0.64,0.0896,23.0,189.0,212.0,22.0
15509,14779,2012-09-12,3,1,9,0,3,1,1.0,0.56,0.5303,0.68,0.1045,16.0,111.0,127.0,23.0
15510,14780,2012-09-13,3,1,9,0,4,1,1.0,0.56,0.5303,0.73,0.0896,11.0,46.0,57.0,0.0
15511,14781,2012-09-13,3,1,9,0,4,1,1.0,0.54,0.5152,0.77,0.0896,6.0,22.0,28.0,1.0
15512,14782,2012-09-13,3,1,9,0,4,1,1.0,0.54,0.5152,0.77,0.0,0.0,9.0,9.0,2.0
15513,14783,2012-09-13,3,1,9,0,4,1,1.0,0.52,0.5,0.83,0.0,2.0,9.0,11.0,3.0
15514,14784,2012-09-13,3,1,9,0,4,1,1.0,0.52,0.5,0.83,0.0,0.0,6.0,6.0,4.0
15515,14785,2012-09-13,3,1,9,0,4,1,1.0,0.52,0.5,0.83,0.0,3.0,54.0,57.0,5.0
15516,14786,2012-09-13,3,1,9,0,4,1,1.0,0.5,0.4848,0.82,0.0,9.0,186.0,195.0,6.0
15517,14787,2012-09-13,3,1,9,0,4,1,1.0,0.54,0.5152,0.77,0.0,22.0,549.0,571.0,7.0
15518,14788,2012-09-13,3,1,9,0,4,1,1.0,0.56,0.5303,0.73,0.0,33.0,725.0,758.0,8.0
15519,14789,2012-09-13,3,1,9,0,4,1,1.0,0.6,0.6061,0.64,0.0896,46.0,292.0,338.0,9.0
15520,14790,2012-09-13,3,1,9,0,4,1,1.0,0.64,0.6212,0.61,0.0896,63.0,149.0,212.0,10.0
15521,14791,2012-09-13,3,1,9,0,4,1,1.0,0.66,0.6212,0.5,0.1642,71.0,183.0,254.0,11.0
15522,14792,2012-09-13,3,1,9,0,4,1,1.0,0.68,0.6364,0.44,0.1045,57.0,240.0,297.0,12.0
15523,14793,2012-09-13,3,1,9,0,4,1,1.0,0.7,0.6364,0.42,0.0,60.0,223.0,283.0,13.0
15524,14794,2012-09-13,3,1,9,0,4,1,1.0,0.72,0.6515,0.39,0.1343,60.0,214.0,274.0,14.0
15525,14795,2012-09-13,3,1,9,0,4,1,1.0,0.72,0.6515,0.42,0.1045,99.0,253.0,352.0,15.0
15526,14796,2012-09-13,3,1,9,0,4,1,1.0,0.72,0.6515,0.39,0.0896,85.0,406.0,491.0,16.0
15527,14797,2012-09-13,3,1,9,0,4,1,1.0,0.72,0.6515,0.42,0.194,97.0,787.0,884.0,17.0
15528,14798,2012-09-13,3,1,9,0,4,1,1.0,0.68,0.6364,0.57,0.2537,108.0,744.0,852.0,18.0
15529,14799,2012-09-13,3,1,9,0,4,1,1.0,0.64,0.6061,0.65,0.1343,80.0,594.0,674.0,19.0
15530,14800,2012-09-13,3,1,9,0,4,1,1.0,0.62,0.6061,0.69,0.1045,55.0,408.0,463.0,20.0
15531,14801,2012-09-13,3,1,9,0,4,1,1.0,0.62,0.6061,0.65,0.1045,26.0,291.0,317.0,21.0
15532,14802,2012-09-13,3,1,9,0,4,1,1.0,0.6,0.5909,0.69,0.1343,28.0,223.0,251.0,22.0
15533,14803,2012-09-13,3,1,9,0,4,1,1.0,0.58,0.5455,0.73,0.1045,33.0,137.0,170.0,23.0
15534,14804,2012-09-14,3,1,9,0,5,1,1.0,0.56,0.5303,0.73,0.0896,24.0,63.0,87.0,0.0
15535,14805,2012-09-14,3,1,9,0,5,1,1.0,0.56,0.5303,0.73,0.0896,6.0,35.0,41.0,1.0
15536,14806,2012-09-14,3,1,9,0,5,1,1.0,0.56,0.5303,0.73,0.0,7.0,23.0,30.0,2.0
15537,14807,2012-09-14,3,1,9,0,5,1,1.0,0.54,0.5152,0.77,0.0,5.0,9.0,14.0,3.0
15538,14808,2012-09-14,3,1,9,0,5,1,1.0,0.54,0.5152,0.77,0.0,1.0,11.0,12.0,4.0
15539,14809,2012-09-14,3,1,9,0,5,1,1.0,0.54,0.5152,0.83,0.0,1.0,40.0,41.0,5.0
15540,14810,2012-09-14,3,1,9,0,5,1,1.0,0.54,0.5152,0.88,0.0,8.0,144.0,152.0,6.0
15541,14811,2012-09-14,3,1,9,0,5,1,2.0,0.56,0.5303,0.88,0.0,17.0,437.0,454.0,7.0
15542,14812,2012-09-14,3,1,9,0,5,1,2.0,0.6,0.5758,0.78,0.1642,51.0,715.0,766.0,8.0
15543,14813,2012-09-14,3,1,9,0,5,1,2.0,0.62,0.5909,0.78,0.1642,46.0,301.0,347.0,9.0
15544,14814,2012-09-14,3,1,9,0,5,1,2.0,0.68,0.6364,0.65,0.0,75.0,171.0,246.0,10.0
15545,14815,2012-09-14,3,1,9,0,5,1,2.0,0.68,0.6364,0.61,0.1045,84.0,196.0,280.0,11.0
15546,14816,2012-09-14,3,1,9,0,5,1,2.0,0.7,0.6515,0.54,0.194,119.0,290.0,409.0,12.0
15547,14817,2012-09-14,3,1,9,0,5,1,2.0,0.7,0.6515,0.54,0.194,107.0,301.0,408.0,13.0
15548,14818,2012-09-14,3,1,9,0,5,1,2.0,0.72,0.6515,0.45,0.1642,113.0,258.0,371.0,14.0
15549,14819,2012-09-14,3,1,9,0,5,1,2.0,0.72,0.6667,0.48,0.1343,94.0,273.0,367.0,15.0
15550,14820,2012-09-14,3,1,9,0,5,1,2.0,0.72,0.6667,0.51,0.0,109.0,454.0,563.0,16.0
15551,14821,2012-09-14,3,1,9,0,5,1,1.0,0.72,0.6667,0.51,0.194,137.0,757.0,894.0,17.0
15552,14822,2012-09-14,3,1,9,0,5,1,1.0,0.72,0.6515,0.45,0.2239,116.0,692.0,808.0,18.0
15553,14823,2012-09-14,3,1,9,0,5,1,1.0,0.68,0.6364,0.57,0.1642,83.0,496.0,579.0,19.0
15554,14824,2012-09-14,3,1,9,0,5,1,1.0,0.66,0.6212,0.61,0.1045,67.0,337.0,404.0,20.0
15555,14825,2012-09-14,3,1,9,0,5,1,1.0,0.64,0.6061,0.73,0.2239,42.0,270.0,312.0,21.0
15556,14826,2012-09-14,3,1,9,0,5,1,1.0,0.62,0.5758,0.83,0.194,40.0,189.0,229.0,22.0
15557,14827,2012-09-14,3,1,9,0,5,1,1.0,0.62,0.5909,0.78,0.0896,27.0,168.0,195.0,23.0
15558,14828,2012-09-15,3,1,9,0,6,0,1.0,0.6,0.5606,0.83,0.1045,38.0,169.0,207.0,0.0
15559,14829,2012-09-15,3,1,9,0,6,0,1.0,0.6,0.5909,0.73,0.0,8.0,101.0,109.0,1.0
15560,14830,2012-09-15,3,1,9,0,6,0,1.0,0.58,0.5455,0.78,0.1045,18.0,75.0,93.0,2.0
15561,14831,2012-09-15,3,1,9,0,6,0,1.0,0.6,0.5909,0.73,0.2537,6.0,31.0,37.0,3.0
15562,14832,2012-09-15,3,1,9,0,6,0,2.0,0.6,0.5909,0.69,0.3582,3.0,3.0,6.0,4.0
15563,14833,2012-09-15,3,1,9,0,6,0,1.0,0.58,0.5455,0.6,0.5224,1.0,15.0,16.0,5.0
15564,14834,2012-09-15,3,1,9,0,6,0,1.0,0.54,0.5152,0.49,0.4179,6.0,27.0,33.0,6.0
15565,14835,2012-09-15,3,1,9,0,6,0,1.0,0.54,0.5152,0.52,0.2836,10.0,63.0,73.0,7.0
15566,14836,2012-09-15,3,1,9,0,6,0,1.0,0.56,0.5303,0.49,0.4179,43.0,169.0,212.0,8.0
15567,14837,2012-09-15,3,1,9,0,6,0,1.0,0.6,0.6212,0.43,0.4179,79.0,263.0,342.0,9.0
15568,14838,2012-09-15,3,1,9,0,6,0,1.0,0.62,0.6212,0.41,0.3881,119.0,323.0,442.0,10.0
15569,14839,2012-09-15,3,1,9,0,6,0,1.0,0.64,0.6212,0.38,0.3881,228.0,399.0,627.0,11.0
15570,14840,2012-09-15,3,1,9,0,6,0,1.0,0.66,0.6212,0.36,0.3582,287.0,419.0,706.0,12.0
15571,14841,2012-09-15,3,1,9,0,6,0,1.0,0.68,0.6364,0.36,0.194,327.0,377.0,704.0,13.0
15572,14842,2012-09-15,3,1,9,0,6,0,1.0,0.68,0.6364,0.34,0.3284,325.0,390.0,715.0,14.0
15573,14843,2012-09-15,3,1,9,0,6,0,2.0,0.68,0.6364,0.34,0.2836,312.0,342.0,654.0,15.0
15574,14844,2012-09-15,3,1,9,0,6,0,2.0,0.66,0.6212,0.36,0.2239,350.0,433.0,783.0,16.0
15575,14845,2012-09-15,3,1,9,0,6,0,2.0,0.66,0.6212,0.36,0.2537,295.0,434.0,729.0,17.0
15576,14846,2012-09-15,3,1,9,0,6,0,2.0,0.64,0.6212,0.36,0.2836,232.0,382.0,614.0,18.0
15577,14847,2012-09-15,3,1,9,0,6,0,1.0,0.62,0.6212,0.41,0.1642,169.0,309.0,478.0,19.0
15578,14848,2012-09-15,3,1,9,0,6,0,1.0,0.6,0.6212,0.43,0.0896,89.0,241.0,330.0,20.0
15579,14849,2012-09-15,3,1,9,0,6,0,1.0,0.56,0.5303,0.52,0.1045,86.0,210.0,296.0,21.0
15580,14850,2012-09-15,3,1,9,0,6,0,1.0,0.56,0.5303,0.52,0.0,82.0,197.0,279.0,22.0
15581,14851,2012-09-15,3,1,9,0,6,0,1.0,0.54,0.5152,0.6,0.0,47.0,182.0,229.0,23.0
15582,14852,2012-09-16,3,1,9,0,0,0,1.0,0.54,0.5152,0.64,0.0,28.0,123.0,151.0,0.0
15583,14853,2012-09-16,3,1,9,0,0,0,1.0,0.54,0.5152,0.64,0.0,35.0,82.0,117.0,1.0
15584,14854,2012-09-16,3,1,9,0,0,0,1.0,0.52,0.5,0.63,0.0,27.0,62.0,89.0,2.0
15585,14855,2012-09-16,3,1,9,0,0,0,1.0,0.5,0.4848,0.68,0.0,10.0,38.0,48.0,3.0
15586,14856,2012-09-16,3,1,9,0,0,0,1.0,0.5,0.4848,0.72,0.0,2.0,6.0,8.0,4.0
15587,14857,2012-09-16,3,1,9,0,0,0,1.0,0.5,0.4848,0.72,0.0,3.0,10.0,13.0,5.0
15588,14858,2012-09-16,3,1,9,0,0,0,1.0,0.5,0.4848,0.72,0.0,9.0,26.0,35.0,6.0
15589,14859,2012-09-16,3,1,9,0,0,0,1.0,0.5,0.4848,0.77,0.1045,28.0,43.0,71.0,7.0
15590,14860,2012-09-16,3,1,9,0,0,0,1.0,0.54,0.5152,0.64,0.1642,34.0,94.0,128.0,8.0
15591,14861,2012-09-16,3,1,9,0,0,0,1.0,0.58,0.5455,0.6,0.1343,70.0,226.0,296.0,9.0
15592,14862,2012-09-16,3,1,9,0,0,0,1.0,0.62,0.6212,0.5,0.1045,160.0,330.0,490.0,10.0
15593,14863,2012-09-16,3,1,9,0,0,0,1.0,0.64,0.6212,0.47,0.1642,183.0,376.0,559.0,11.0
15594,14864,2012-09-16,3,1,9,0,0,0,1.0,0.66,0.6212,0.44,0.1642,188.0,468.0,656.0,12.0
15595,14865,2012-09-16,3,1,9,0,0,0,1.0,0.64,0.6212,0.41,0.1642,240.0,454.0,694.0,13.0
15596,14866,2012-09-16,3,1,9,0,0,0,1.0,0.66,0.6212,0.39,0.1343,225.0,410.0,635.0,14.0
15597,14867,2012-09-16,3,1,9,0,0,0,1.0,0.64,0.6212,0.41,0.1642,215.0,342.0,557.0,15.0
15598,14868,2012-09-16,3,1,9,0,0,0,1.0,0.64,0.6212,0.44,0.1642,194.0,402.0,596.0,16.0
15599,14869,2012-09-16,3,1,9,0,0,0,1.0,0.66,0.6212,0.41,0.0,177.0,393.0,570.0,17.0
15600,14870,2012-09-16,3,1,9,0,0,0,1.0,0.62,0.6212,0.5,0.1642,120.0,361.0,481.0,18.0
15601,14871,2012-09-16,3,1,9,0,0,0,1.0,0.62,0.6212,0.5,0.1343,91.0,312.0,403.0,19.0
15602,14872,2012-09-16,3,1,9,0,0,0,1.0,0.6,0.6212,0.53,0.1045,57.0,267.0,324.0,20.0
15603,14873,2012-09-16,3,1,9,0,0,0,1.0,0.6,0.6212,0.56,0.1045,43.0,148.0,191.0,21.0
15604,14874,2012-09-16,3,1,9,0,0,0,1.0,0.56,0.5303,0.68,0.0896,18.0,109.0,127.0,22.0
15605,14875,2012-09-16,3,1,9,0,0,0,1.0,0.54,0.5152,0.68,0.1045,9.0,85.0,94.0,23.0
15606,14876,2012-09-17,3,1,9,0,1,1,1.0,0.54,0.5152,0.68,0.1642,14.0,31.0,45.0,0.0
15607,14877,2012-09-17,3,1,9,0,1,1,1.0,0.52,0.5,0.72,0.0896,9.0,12.0,21.0,1.0
15608,14878,2012-09-17,3,1,9,0,1,1,1.0,0.52,0.5,0.72,0.0,5.0,8.0,13.0,2.0
15609,14879,2012-09-17,3,1,9,0,1,1,1.0,0.5,0.4848,0.77,0.0896,0.0,7.0,7.0,3.0
15610,14880,2012-09-17,3,1,9,0,1,1,1.0,0.5,0.4848,0.77,0.0,2.0,9.0,11.0,4.0
15611,14881,2012-09-17,3,1,9,0,1,1,1.0,0.48,0.4697,0.82,0.0896,1.0,44.0,45.0,5.0
15612,14882,2012-09-17,3,1,9,0,1,1,1.0,0.48,0.4697,0.82,0.0,7.0,157.0,164.0,6.0
15613,14883,2012-09-17,3,1,9,0,1,1,1.0,0.52,0.5,0.77,0.0,18.0,474.0,492.0,7.0
15614,14884,2012-09-17,3,1,9,0,1,1,1.0,0.54,0.5152,0.77,0.0896,36.0,647.0,683.0,8.0
15615,14885,2012-09-17,3,1,9,0,1,1,1.0,0.58,0.5455,0.68,0.1343,34.0,265.0,299.0,9.0
15616,14886,2012-09-17,3,1,9,0,1,1,2.0,0.62,0.6061,0.65,0.194,73.0,129.0,202.0,10.0
15617,14887,2012-09-17,3,1,9,0,1,1,2.0,0.62,0.6061,0.69,0.2239,61.0,191.0,252.0,11.0
15618,14888,2012-09-17,3,1,9,0,1,1,2.0,0.62,0.6061,0.69,0.194,62.0,233.0,295.0,12.0
15619,14889,2012-09-17,3,1,9,0,1,1,1.0,0.64,0.6061,0.65,0.2537,112.0,231.0,343.0,13.0
15620,14890,2012-09-17,3,1,9,0,1,1,2.0,0.64,0.6061,0.65,0.2537,129.0,203.0,332.0,14.0
15621,14891,2012-09-17,3,1,9,0,1,1,2.0,0.64,0.6061,0.65,0.2537,82.0,256.0,338.0,15.0
15622,14892,2012-09-17,3,1,9,0,1,1,2.0,0.64,0.6061,0.69,0.2537,74.0,379.0,453.0,16.0
15623,14893,2012-09-17,3,1,9,0,1,1,2.0,0.64,0.6061,0.65,0.2239,102.0,740.0,842.0,17.0
15624,14894,2012-09-17,3,1,9,0,1,1,2.0,0.62,0.5909,0.73,0.1642,66.0,708.0,774.0,18.0
15625,14895,2012-09-17,3,1,9,0,1,1,2.0,0.62,0.5909,0.73,0.1045,51.0,435.0,486.0,19.0
15626,14896,2012-09-17,3,1,9,0,1,1,2.0,0.62,0.5909,0.73,0.1343,32.0,308.0,340.0,20.0
15627,14897,2012-09-17,3,1,9,0,1,1,3.0,0.62,0.5758,0.83,0.2239,28.0,205.0,233.0,21.0
15628,14898,2012-09-17,3,1,9,0,1,1,3.0,0.62,0.5758,0.83,0.2537,20.0,109.0,129.0,22.0
15629,14899,2012-09-17,3,1,9,0,1,1,3.0,0.6,0.5152,0.94,0.2537,4.0,66.0,70.0,23.0
15630,14900,2012-09-18,3,1,9,0,2,1,3.0,0.6,0.5152,0.94,0.2537,2.0,11.0,13.0,0.0
15631,14901,2012-09-18,3,1,9,0,2,1,3.0,0.6,0.5152,0.94,0.194,0.0,5.0,5.0,1.0
15632,14902,2012-09-18,3,1,9,0,2,1,3.0,0.6,0.5152,0.94,0.194,0.0,4.0,4.0,2.0
15633,14903,2012-09-18,3,1,9,0,2,1,2.0,0.62,0.5455,0.94,0.2836,0.0,6.0,6.0,3.0
15634,14904,2012-09-18,3,1,9,0,2,1,2.0,0.62,0.5455,0.94,0.3582,2.0,5.0,7.0,4.0
15635,14905,2012-09-18,3,1,9,0,2,1,2.0,0.64,0.5758,0.89,0.3284,3.0,45.0,48.0,5.0
15636,14906,2012-09-18,3,1,9,0,2,1,2.0,0.64,0.5758,0.89,0.3284,4.0,163.0,167.0,6.0
15637,14907,2012-09-18,3,1,9,0,2,1,2.0,0.64,0.5758,0.89,0.4478,13.0,343.0,356.0,7.0
15638,14908,2012-09-18,3,1,9,0,2,1,2.0,0.66,0.6061,0.83,0.5522,32.0,640.0,672.0,8.0
15639,14909,2012-09-18,3,1,9,0,2,1,2.0,0.66,0.6061,0.83,0.18895050000000002,27.0,266.0,293.0,9.0
15640,14910,2012-09-18,3,1,9,0,2,1,3.0,0.68,0.6364,0.79,0.18895050000000002,30.0,130.0,160.0,10.0
15641,14911,2012-09-18,3,1,9,0,2,1,2.0,0.68,0.6364,0.79,0.18895050000000002,36.0,115.0,151.0,11.0
15642,14912,2012-09-18,3,1,9,0,2,1,3.0,0.68,0.6364,0.83,0.4478,16.0,72.0,88.0,12.0
15643,14913,2012-09-18,3,1,9,0,2,1,2.0,0.7,0.6667,0.74,0.18895050000000002,17.0,97.0,114.0,13.0
15644,14914,2012-09-18,3,1,9,0,2,1,3.0,0.6,0.5152,0.94,0.4627,27.0,116.0,143.0,14.0
15645,14915,2012-09-18,3,1,9,0,2,1,3.0,0.6,0.5455,0.88,0.2537,1.0,35.0,36.0,15.0
15646,14916,2012-09-18,3,1,9,0,2,1,3.0,0.6,0.5455,0.88,0.2985,19.0,122.0,141.0,16.0
15647,14917,2012-09-18,3,1,9,0,2,1,3.0,0.6,0.5455,0.88,0.194,36.0,302.0,338.0,17.0
15648,14918,2012-09-18,3,1,9,0,2,1,2.0,0.6,0.5455,0.88,0.1642,19.0,262.0,281.0,18.0
15649,14919,2012-09-18,3,1,9,0,2,1,2.0,0.6,0.5455,0.88,0.2985,22.0,302.0,324.0,19.0
15650,14920,2012-09-18,3,1,9,0,2,1,2.0,0.6,0.5455,0.88,0.194,19.0,271.0,290.0,20.0
15651,14921,2012-09-18,3,1,9,0,2,1,2.0,0.6,0.5455,0.88,0.194,21.0,186.0,207.0,21.0
15652,14922,2012-09-18,3,1,9,0,2,1,3.0,0.58,0.5455,0.83,0.4627,14.0,137.0,151.0,22.0
15653,14923,2012-09-18,3,1,9,0,2,1,2.0,0.56,0.5303,0.83,0.2239,11.0,67.0,78.0,23.0
15654,14924,2012-09-19,3,1,9,0,3,1,2.0,0.56,0.5303,0.68,0.2836,3.0,23.0,26.0,0.0
15655,14925,2012-09-19,3,1,9,0,3,1,2.0,0.54,0.5152,0.68,0.2537,0.0,12.0,12.0,1.0
15656,14926,2012-09-19,3,1,9,0,3,1,2.0,0.54,0.5152,0.64,0.3284,0.0,3.0,3.0,2.0
15657,14927,2012-09-19,3,1,9,0,3,1,2.0,0.52,0.5,0.63,0.2537,1.0,4.0,5.0,3.0
15658,14928,2012-09-19,3,1,9,0,3,1,2.0,0.52,0.5,0.68,0.3582,0.0,10.0,10.0,4.0
15659,14929,2012-09-19,3,1,9,0,3,1,2.0,0.52,0.5,0.68,0.2836,2.0,54.0,56.0,5.0
15660,14930,2012-09-19,3,1,9,0,3,1,1.0,0.52,0.5,0.63,0.2537,6.0,166.0,172.0,6.0
15661,14931,2012-09-19,3,1,9,0,3,1,1.0,0.52,0.5,0.63,0.2239,16.0,529.0,545.0,7.0
15662,14932,2012-09-19,3,1,9,0,3,1,1.0,0.52,0.5,0.59,0.2239,39.0,758.0,797.0,8.0
15663,14933,2012-09-19,3,1,9,0,3,1,1.0,0.54,0.5152,0.6,0.2537,26.0,336.0,362.0,9.0
15664,14934,2012-09-19,3,1,9,0,3,1,1.0,0.56,0.5303,0.52,0.194,23.0,169.0,192.0,10.0
15665,14935,2012-09-19,3,1,9,0,3,1,1.0,0.6,0.6212,0.43,0.2537,44.0,203.0,247.0,11.0
15666,14936,2012-09-19,3,1,9,0,3,1,1.0,0.6,0.6212,0.43,0.2537,53.0,260.0,313.0,12.0
15667,14937,2012-09-19,3,1,9,0,3,1,1.0,0.6,0.6212,0.4,0.2537,55.0,234.0,289.0,13.0
15668,14938,2012-09-19,3,1,9,0,3,1,1.0,0.62,0.6212,0.38,0.2537,59.0,227.0,286.0,14.0
15669,14939,2012-09-19,3,1,9,0,3,1,1.0,0.62,0.6212,0.35,0.0,57.0,254.0,311.0,15.0
15670,14940,2012-09-19,3,1,9,0,3,1,1.0,0.62,0.6212,0.35,0.0,69.0,397.0,466.0,16.0
15671,14941,2012-09-19,3,1,9,0,3,1,1.0,0.6,0.6212,0.38,0.2239,74.0,812.0,886.0,17.0
15672,14942,2012-09-19,3,1,9,0,3,1,1.0,0.58,0.5455,0.4,0.2836,85.0,807.0,892.0,18.0
15673,14943,2012-09-19,3,1,9,0,3,1,1.0,0.56,0.5303,0.43,0.2239,72.0,539.0,611.0,19.0
15674,14944,2012-09-19,3,1,9,0,3,1,1.0,0.52,0.5,0.48,0.1642,31.0,378.0,409.0,20.0
15675,14945,2012-09-19,3,1,9,0,3,1,1.0,0.5,0.4848,0.59,0.1642,25.0,324.0,349.0,21.0
15676,14946,2012-09-19,3,1,9,0,3,1,1.0,0.5,0.4848,0.63,0.0896,31.0,198.0,229.0,22.0
15677,14947,2012-09-19,3,1,9,0,3,1,1.0,0.48,0.4697,0.67,0.0896,17.0,106.0,123.0,23.0
15678,14948,2012-09-20,3,1,9,0,4,1,1.0,0.5,0.4848,0.63,0.0,12.0,46.0,58.0,0.0
15679,14949,2012-09-20,3,1,9,0,4,1,1.0,0.46,0.4545,0.72,0.1045,4.0,14.0,18.0,1.0
15680,14950,2012-09-20,3,1,9,0,4,1,1.0,0.46,0.4545,0.72,0.0896,2.0,9.0,11.0,2.0
15681,14951,2012-09-20,3,1,9,0,4,1,1.0,0.44,0.4394,0.77,0.0,0.0,6.0,6.0,3.0
15682,14952,2012-09-20,3,1,9,0,4,1,1.0,0.44,0.4394,0.77,0.1045,0.0,6.0,6.0,4.0
15683,14953,2012-09-20,3,1,9,0,4,1,1.0,0.44,0.4394,0.77,0.1045,4.0,52.0,56.0,5.0
15684,14954,2012-09-20,3,1,9,0,4,1,1.0,0.44,0.4394,0.77,0.0,9.0,161.0,170.0,6.0
15685,14955,2012-09-20,3,1,9,0,4,1,1.0,0.46,0.4545,0.82,0.1045,20.0,514.0,534.0,7.0
15686,14956,2012-09-20,3,1,9,0,4,1,1.0,0.5,0.4848,0.68,0.0896,44.0,746.0,790.0,8.0
15687,14957,2012-09-20,3,1,9,0,4,1,1.0,0.56,0.5303,0.6,0.0896,25.0,330.0,355.0,9.0
15688,14958,2012-09-20,3,1,9,0,4,1,1.0,0.58,0.5455,0.53,0.0896,33.0,157.0,190.0,10.0
15689,14959,2012-09-20,3,1,9,0,4,1,1.0,0.62,0.6212,0.43,0.0,37.0,206.0,243.0,11.0
15690,14960,2012-09-20,3,1,9,0,4,1,1.0,0.62,0.6212,0.43,0.1343,57.0,233.0,290.0,12.0
15691,14961,2012-09-20,3,1,9,0,4,1,1.0,0.64,0.6212,0.44,0.1343,68.0,268.0,336.0,13.0
15692,14962,2012-09-20,3,1,9,0,4,1,1.0,0.64,0.6212,0.47,0.194,76.0,222.0,298.0,14.0
15693,14963,2012-09-20,3,1,9,0,4,1,1.0,0.66,0.6212,0.47,0.194,60.0,231.0,291.0,15.0
15694,14964,2012-09-20,3,1,9,0,4,1,1.0,0.64,0.6212,0.47,0.1642,72.0,385.0,457.0,16.0
15695,14965,2012-09-20,3,1,9,0,4,1,1.0,0.64,0.6212,0.5,0.2239,91.0,885.0,976.0,17.0
15696,14966,2012-09-20,3,1,9,0,4,1,1.0,0.6,0.6212,0.56,0.2537,119.0,781.0,900.0,18.0
15697,14967,2012-09-20,3,1,9,0,4,1,1.0,0.58,0.5455,0.6,0.2239,69.0,534.0,603.0,19.0
15698,14968,2012-09-20,3,1,9,0,4,1,1.0,0.56,0.5303,0.64,0.1343,57.0,360.0,417.0,20.0
15699,14969,2012-09-20,3,1,9,0,4,1,1.0,0.56,0.5303,0.64,0.194,28.0,246.0,274.0,21.0
15700,14970,2012-09-20,3,1,9,0,4,1,1.0,0.54,0.5152,0.73,0.1045,35.0,252.0,287.0,22.0
15701,14971,2012-09-20,3,1,9,0,4,1,1.0,0.54,0.5152,0.68,0.1045,17.0,137.0,154.0,23.0
15702,14972,2012-09-21,3,1,9,0,5,1,1.0,0.54,0.5152,0.68,0.0,13.0,53.0,66.0,0.0
15703,14973,2012-09-21,3,1,9,0,5,1,1.0,0.52,0.5,0.72,0.0,11.0,38.0,49.0,1.0
15704,14974,2012-09-21,3,1,9,0,5,1,1.0,0.52,0.5,0.72,0.0,6.0,8.0,14.0,2.0
15705,14975,2012-09-21,3,1,9,0,5,1,1.0,0.5,0.4848,0.77,0.0896,1.0,11.0,12.0,3.0
15706,14976,2012-09-21,3,1,9,0,5,1,1.0,0.5,0.4848,0.77,0.0,1.0,9.0,10.0,4.0
15707,14977,2012-09-21,3,1,9,0,5,1,1.0,0.5,0.4848,0.82,0.0,2.0,47.0,49.0,5.0
15708,14978,2012-09-21,3,1,9,0,5,1,1.0,0.5,0.4848,0.77,0.0896,19.0,146.0,165.0,6.0
